2023-08-07 22:48:37,379 [1] INFO  Info - 数据插入成功！
2023-08-21 14:32:45,551 [1] INFO  N2Nmc.View.room - [{"_tag": "zJji", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.48/24", "purgeable": 0, "macaddr": "00:FF:78:59:49:68", "sockaddr": "183.197.109.116:17236", "proto": "UDP", "desc": "", "last_seen": 1692599530}, {"_tag": "zJji", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:17511", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692599547}, {"_tag": "zJji", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:17357", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692599548}]
2023-08-21 14:32:45,717 [1] INFO  N2Nmc.View.room - [{"_tag": "3RKx", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.48/24", "purgeable": 0, "macaddr": "00:FF:78:59:49:68", "sockaddr": "183.197.109.116:17236", "proto": "UDP", "desc": "", "last_seen": 1692599530}, {"_tag": "3RKx", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:17511", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692599547}, {"_tag": "3RKx", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:17357", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692599548}]
2023-08-21 14:32:46,271 [1] INFO  N2Nmc.View.room - [{"_tag": "Tka9", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.48/24", "purgeable": 0, "macaddr": "00:FF:78:59:49:68", "sockaddr": "183.197.109.116:17236", "proto": "UDP", "desc": "", "last_seen": 1692599530}, {"_tag": "Tka9", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:17511", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692599547}, {"_tag": "Tka9", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:17357", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692599548}]
2023-08-21 14:32:46,704 [1] INFO  N2Nmc.View.room - [{"_tag": "MLjS", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.48/24", "purgeable": 0, "macaddr": "00:FF:78:59:49:68", "sockaddr": "183.197.109.116:17236", "proto": "UDP", "desc": "", "last_seen": 1692599530}, {"_tag": "MLjS", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:17511", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692599547}, {"_tag": "MLjS", "_type": "row", "community": "WLZXX", "ip4addr": "172.20.179.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:17357", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692599548}]
2023-08-22 01:06:11,085 [1] INFO  n2nmc.View.Pagey.Page2 - 已关闭房间 {0} 个
2023-08-22 01:06:11,155 [1] INFO  n2nmc.View.Pagey.Page2 - 不在运行
2023-08-22 01:11:18,235 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan2, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: moyan2, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: yyy, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: yyy, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: aaaaa, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: aaaaa, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: xiezhiyuanwoer, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: xiezhiyuanwoer, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: WLZXX, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: WLZXX, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: lolololol, p: 
2023-08-22 01:11:18,249 [1] INFO  n2nmc.View.Pagey.Page1 - user: lolololol, p: 
2023-08-22 01:11:21,431 [1] INFO  n2nmc.View.Pagey.Page1 - user: laoyao, p: 
2023-08-22 01:11:21,431 [1] INFO  n2nmc.View.Pagey.Page1 - user: laoyao, p: 
2023-08-22 01:11:21,431 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzxxx, p: 
2023-08-22 01:11:21,431 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzxxx, p: 
2023-08-22 01:11:21,431 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzxxx, p: 
2023-08-22 01:11:21,431 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzxxx, p: 
2023-08-22 01:11:24,239 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge_utils.c:3168] adding supernode = 14.29.239.175:7777
2023-08-22 01:11:24,240 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge.c:1028] WARNING: switching to AES as key was provided
2023-08-22 01:11:24,240 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge.c:1068] starting n2n edge 3.1.1-71-g9618512-dirty-r1255 x64_static Jan 31 2023 16:38:26
2023-08-22 01:11:24,241 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge.c:1074] using compression: none.
2023-08-22 01:11:24,241 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge.c:1075] using AES cipher.
2023-08-22 01:11:24,243 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge_utils.c:392] number of supernodes in the list: 1
2023-08-22 01:11:24,243 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge_utils.c:394] supernode 0 => 14.29.239.175:7777
2023-08-22 01:11:24,243 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge_utils.c:483] successfully created resolver thread
2023-08-22 01:11:24,244 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge.c:1105] automatically assign IP address by supernode
2023-08-22 01:11:24,244 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge.c:1177] send REGISTER_SUPER to supernode [14.29.239.175:7777] asking for IP address
2023-08-22 01:11:24,284 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:24 [edge.c:1188] received REGISTER_SUPER_ACK from supernode for IP address asignment
2023-08-22 01:11:25,281 [1] INFO  n2nmc.View.Pagey.Page3 - 确定。
2023-08-22 01:11:25,415 [1] INFO  n2nmc.View.Pagey.Page3 - Open device [name={2D89176E-3000-43FE-944E-A0B0E6CAC934}][ip=172.28.129.244][ifName=本地连接][MTU=1290][mac=00:FF:2D:89:17:6E]
2023-08-22 01:11:25,416 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:25 [edge.c:1214] created local tap device IP: 172.28.129.244, Mask: 255.255.255.0, MAC: 00:FF:2D:89:17:6E
2023-08-22 01:11:25,416 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:25 [edge.c:1307] edge started
2023-08-22 01:11:25,420 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:25 [edge_utils.c:1159] successfully joined multicast group 224.0.0.68:1968
2023-08-22 01:11:25,458 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:11:25 [edge_utils.c:2527] [OK] edge <<< ================ >>> supernode
2023-08-22 01:11:26,207 [1] INFO  N2Nmc.View.room - [{"_tag": "BycT", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:18611", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692637874}, {"_tag": "BycT", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:18670", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692637883}]
2023-08-22 01:11:27,801 [1] INFO  N2Nmc.View.room - [{"_tag": "MxO8", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:18611", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692637874}, {"_tag": "MxO8", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:18670", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692637883}]
2023-08-22 01:12:59,406 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:12:59 [edge_utils.c:1568] WARNING: supernode not responding, now trying [14.29.239.175:7777]
2023-08-22 01:13:15,501 [1] INFO  n2nmc.View.Pagey.Page3 - 22/Aug/2023 01:13:15 [edge_utils.c:1568] WARNING: supernode not responding, now trying [14.29.239.175:7777]
2023-08-22 01:13:27,175 [1] INFO  N2Nmc.View.room - [{"_tag": "J1aR", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:18611", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692637990}, {"_tag": "J1aR", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:18670", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692638005}]
2023-08-22 01:13:27,187 [1] INFO  N2Nmc.View.room - [{"_tag": "XGli", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:18611", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692637990}, {"_tag": "XGli", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:18670", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692638005}]
2023-08-22 01:13:27,189 [1] INFO  N2Nmc.View.room - [{"_tag": "yuIt", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:18611", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692637990}, {"_tag": "yuIt", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:18670", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692638005}]
2023-08-22 01:13:27,189 [1] INFO  N2Nmc.View.room - [{"_tag": "9q4i", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:18611", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692637990}, {"_tag": "9q4i", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:18670", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692638005}]
2023-08-22 01:13:27,200 [1] INFO  N2Nmc.View.room - [{"_tag": "Ssac", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.212/24", "purgeable": 0, "macaddr": "00:FF:49:79:BB:09", "sockaddr": "27.186.157.56:18611", "proto": "UDP", "desc": "wlzx_win7-PC", "last_seen": 1692637990}, {"_tag": "Ssac", "_type": "row", "community": "wlzxxx", "ip4addr": "172.28.129.244/24", "purgeable": 0, "macaddr": "00:FF:2D:89:17:6E", "sockaddr": "27.186.157.56:18670", "proto": "UDP", "desc": "wlzx-win10-pc", "last_seen": 1692638005}]
2023-08-22 01:14:46,455 [1] INFO  n2nmc.View.Pagey.Page2 - 已关闭房间 {0} 个
2023-08-22 01:14:46,463 [1] INFO  n2nmc.View.Pagey.Page2 - 在运行
2023-08-22 01:14:46,470 [1] INFO  n2nmc.View.Pagey.Page2 - edge, 15432
2023-08-22 01:14:47,591 [1] INFO  n2nmc.View.Pagey.Page1 - D:\n2n\project\N2Nmc\N2Nmc\bin\x64\Release\net6.0-windows\edge\edge.exe -c wlzxxx -k 123456 -l 14.29.239.175:7777
2023-08-22 01:14:47,809 [1] INFO  n2nmc.View.Pagey.Page2 - 已关闭房间 {0} 个
2023-08-22 01:14:47,814 [1] INFO  n2nmc.View.Pagey.Page2 - 不在运行
2023-08-24 11:18:50,229 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-24 11:18:50,266 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-24 11:18:50,266 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx1, p: 
2023-08-24 11:18:50,266 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx1, p: 
2023-08-24 11:18:50,266 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx2, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx2, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx3, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx3, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,267 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,268 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:50,269 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx1, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx1, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx2, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx2, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx3, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx3, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,646 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,647 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:57,648 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 11:18:58,970 [1] INFO  n2nmc.View.Pagey.Page2 - 已关闭房间 {0} 个
2023-08-24 11:18:58,975 [1] INFO  n2nmc.View.Pagey.Page2 - 不在运行
2023-08-24 19:15:49,707 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-24 19:15:49,766 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx, p: 
2023-08-24 19:15:49,766 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx1, p: 
2023-08-24 19:15:49,766 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx1, p: 
2023-08-24 19:15:49,766 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx2, p: 
2023-08-24 19:15:49,766 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx2, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx3, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: wlzx3, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,767 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
2023-08-24 19:15:49,768 [1] INFO  n2nmc.View.Pagey.Page1 - user: w, p: 
